"","yearID","teamID","lgID","Rank","G","W","L","winpercent","playoffs","payroll","dolperwin","mlbpayroll","avgpayroll","percentofmlb","mlbwin","mlbdolperwin","payrank","paydiff","percentdiff","winpercentdiff","percentofmlbdiff","payincreased","winincreased","percentofmlbincreased","payrankdiff","payrankincreased"
"129","1990","CAL","AL",4,162,80,82,0.494,"N",21720000,271500,443881193,17072353.5769231,0.0489,2105,210869.925415677,3,6622167,0.4386,-0.0680000000000001,0.007,"Yes","No","Yes",-8,"No"
"130","1991","CAL","AL",7,162,81,81,0.5,"N",33060001,408148.160493827,613048418,23578785.3076923,0.0539,2104,291372.822243346,3,11340001,0.5221,0.00600000000000001,0.005,"Yes","Yes","Yes",0,"No"
"131","1992","CAL","AL",5,162,72,90,0.444,"N",34749334,482629.638888889,805543323,30982435.5,0.0431,2106,382499.203703704,8,1689333,0.0511,-0.056,-0.0108,"Yes","No","No",5,"Yes"
"132","1993","CAL","AL",5,162,71,91,0.438,"N",28588334,402652.591549296,901740134,32205004.7857143,0.0317,2268,397592.651675485,18,-6161000,-0.1773,-0.00600000000000001,-0.0114,"No","No","No",10,"Yes"
"133","1994","CAL","AL",4,115,47,68,0.409,"N",25156218,535238.680851064,927836287,33137010.25,0.0271,1599,580260.342088806,22,-3432116,-0.1201,-0.029,-0.0046,"No","No","No",4,"Yes"
"134","1995","CAL","AL",2,145,78,67,0.538,"N",31223171,400297.064102564,951469367,33981048.8214286,0.0328,2016,471959.01140873,18,6066953,0.2412,0.129,0.0057,"Yes","Yes","Yes",-4,"No"
"135","1996","CAL","AL",4,161,70,91,0.435,"N",28738000,410542.857142857,956983550,34177983.9285714,0.03,2266,422322.837599294,18,-2485171,-0.0796,-0.103,-0.0028,"No","No","No",0,"No"
"136","1985","CHC","NL",4,162,77,84,0.478,"N",12702917,164972.948051948,261964696,10075565.2307692,0.0485,2101,124685.719181342,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","1986","CHC","NL",5,160,70,90,0.438,"N",17208165,245830.928571429,307854518,11840558.3846154,0.0559,2102,146457.905803996,2,4505248,0.3547,-0.04,0.0074,"Yes","No","Yes",-2,"No"
"138","1987","CHC","NL",6,161,76,85,0.472,"N",14307999,188263.144736842,272575375,10483668.2692308,0.0525,2105,129489.489311164,3,-2900166,-0.1685,0.034,-0.0034,"No","Yes","No",1,"Yes"
"139","1988","CHC","NL",4,163,77,85,0.475,"N",13119198,170379.194805195,300452424,11555862.4615385,0.0437,2098,143208.972354623,8,-1188801,-0.0831,0.003,-0.0088,"No","Yes","No",5,"Yes"
"140","1989","CHC","NL",1,162,93,69,0.574,"Y",10668000,114709.677419355,359995711,13845988.8846154,0.0296,2103,171181.983357109,21,-2451198,-0.1868,0.099,-0.0141,"No","Yes","No",13,"Yes"
"141","1990","CHC","NL",4,162,77,85,0.475,"N",13624000,176935.064935065,443881193,17072353.5769231,0.0307,2105,210869.925415677,22,2956000,0.2771,-0.099,0.0011,"Yes","No","Yes",1,"Yes"
"142","1991","CHC","NL",4,160,77,83,0.481,"N",23175667,300982.688311688,613048418,23578785.3076923,0.0378,2104,291372.822243346,13,9551667,0.7011,0.00600000000000001,0.0071,"Yes","Yes","Yes",-9,"No"
"143","1992","CHC","NL",4,162,78,84,0.481,"N",29829686,382431.871794872,805543323,30982435.5,0.037,2106,382499.203703704,16,6654019,0.2871,0,-0.000800000000000002,"Yes","No","No",3,"Yes"
"144","1993","CHC","NL",4,163,84,78,0.519,"N",39386666,468888.880952381,901740134,32205004.7857143,0.0437,2268,397592.651675485,7,9556980,0.3204,0.038,0.0067,"Yes","Yes","Yes",-9,"No"
"145","1994","CHC","NL",5,113,49,64,0.434,"N",36287333,740557.816326531,927836287,33137010.25,0.0391,1599,580260.342088806,12,-3099333,-0.0787,-0.085,-0.0046,"No","No","No",5,"Yes"
"146","1995","CHC","NL",3,144,73,71,0.507,"N",29505834,404189.506849315,951469367,33981048.8214286,0.031,2016,471959.01140873,21,-6781499,-0.1869,0.073,-0.0081,"No","Yes","No",9,"Yes"
"147","1996","CHC","NL",4,162,76,86,0.469,"N",33081000,435276.315789474,956983550,34177983.9285714,0.0346,2266,422322.837599294,15,3575166,0.1212,-0.038,0.0036,"Yes","No","Yes",-6,"No"
"148","1997","CHC","NL",5,162,68,94,0.42,"N",42155333,619931.367647059,1127285885,40260210.1785714,0.0374,2266,497478.325242718,14,9074333,0.2743,-0.049,0.0028,"Yes","No","Yes",-1,"No"
"149","1998","CHC","NL",2,163,90,73,0.552,"Y",50838000,564866.666666667,1278282871,42609429.0333333,0.0398,2430,526042.333744856,11,8682667,0.206,0.132,0.0024,"Yes","Yes","Yes",-3,"No"
"150","1999","CHC","NL",6,162,67,95,0.414,"N",62343000,930492.537313433,1494228750,49807625,0.0417,2427,615669.035846724,10,11505000,0.2263,-0.138,0.0019,"Yes","No","Yes",-1,"No"
"151","2000","CHC","NL",6,162,65,97,0.401,"N",60539333,931374.353846154,1666135102,55537836.7333333,0.0363,2428,686217.093080725,13,-1803667,-0.0289,-0.013,-0.0054,"No","No","No",3,"Yes"
"152","2001","CHC","NL",3,162,88,74,0.543,"N",64715833,735407.193181818,1960663313,65355443.7666667,0.033,2428,807521.957578254,15,4176500,0.069,0.142,-0.0033,"Yes","Yes","No",2,"Yes"
"153","2002","CHC","NL",5,162,67,95,0.414,"N",75690833,1129713.92537313,2024077522,67469250.7333333,0.0374,2425,834671.143092784,12,10975000,0.1696,-0.129,0.0044,"Yes","No","Yes",-3,"No"
"154","2003","CHC","NL",1,162,88,74,0.543,"Y",79868333,907594.693181818,2128262128,70942070.9333333,0.0375,2429,876188.607657472,11,4177500,0.0552,0.129,9.99999999999959e-05,"Yes","Yes","Yes",-1,"No"
"155","2004","CHC","NL",3,162,89,73,0.549,"N",90560000,1017528.08988764,2070665943,69022198.1,0.0437,2428,852827.818369028,7,10691667,0.1339,0.00600000000000001,0.0062,"Yes","Yes","Yes",-4,"No"
"156","2005","CHC","NL",4,162,79,83,0.488,"N",87032933,1101682.69620253,2188713398,72957113.2666667,0.0398,2430,900705.102057613,9,-3527067,-0.0389,-0.0610000000000001,-0.0039,"No","No","No",2,"Yes"
"157","2006","CHC","NL",6,162,66,96,0.407,"N",94424499,1430674.22727273,2321472617,77382420.5666667,0.0407,2429,955731.830794566,7,7391566,0.0849,-0.081,0.000899999999999998,"Yes","No","Yes",-2,"No"
"158","2007","CHC","NL",1,162,85,77,0.525,"Y",99670332,1172592.14117647,2476688987,82556299.5666667,0.0402,2431,1018794.31797614,8,5245833,0.0556,0.118,-5e-04,"Yes","Yes","No",1,"Yes"
"159","2008","CHC","NL",1,161,97,64,0.602,"Y",118345833,1220060.13402062,2684858670,89495289,0.0441,2428,1105790.22652389,8,18675501,0.1874,0.077,0.0039,"Yes","Yes","Yes",0,"No"
"160","2009","CHC","NL",2,161,83,78,0.516,"N",134809000,1624204.81927711,2664726994,88824233.1333333,0.0506,2430,1096595.47078189,3,16463167,0.1391,-0.086,0.0065,"Yes","No","Yes",-5,"No"
"161","2010","CHC","NL",5,162,75,87,0.463,"N",146609000,1954786.66666667,2721359865,90711995.5,0.0539,2430,1119901.17901235,3,11800000,0.0875,-0.053,0.0033,"Yes","No","Yes",0,"No"
"162","2011","CHC","NL",5,162,71,91,0.438,"N",125047329,1761229.98591549,2784505291,92816843.0333333,0.0449,2429,1146358.70358172,6,-21561671,-0.1471,-0.025,-0.009,"No","No","No",3,"Yes"
"163","2012","CHC","NL",5,162,61,101,0.377,"N",88197033,1445853,2932741192,97758039.7333333,0.0301,2430,1206889.37942387,15,-36850296,-0.2947,-0.061,-0.0148,"No","No","No",9,"Yes"
"164","2013","CHC","NL",5,162,66,96,0.407,"N",100567726,1523753.42424242,3034525648,101150854.933333,0.0331,2431,1248262.29864253,13,12370693,0.1403,0.03,0.003,"Yes","Yes","Yes",-2,"No"
"165","2014","CHC","NL",5,162,73,89,0.451,"N",65522500,897568.493150685,3192317623,106410587.433333,0.0205,2430,1313710.95596708,28,-35045226,-0.3485,0.044,-0.0126,"No","Yes","No",15,"Yes"
"166","2015","CHC","NL",3,162,97,65,0.599,"Y",115879310,1194632.06185567,3514142569,117138085.633333,0.033,2429,1446744.57348703,12,50356810,0.7685,0.148,0.0125,"Yes","Yes","Yes",-16,"No"
"167","2016","CHC","NL",1,162,103,58,0.64,"Y",154067668,1495802.60194175,3750137392,125004579.733333,0.0411,2427,1545174.03873094,8,38188358,0.3296,0.041,0.0081,"Yes","Yes","Yes",-4,"No"
"168","1985","CHW","AL",3,163,85,77,0.525,"N",9846178,115837.388235294,261964696,10075565.2307692,0.0376,2101,124685.719181342,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","1986","CHW","AL",5,162,72,90,0.444,"N",10418819,144705.819444444,307854518,11840558.3846154,0.0338,2102,146457.905803996,17,572641,0.0582,-0.081,-0.0038,"Yes","No","No",2,"Yes"
"170","1987","CHW","AL",5,162,77,85,0.475,"N",10641843,138205.753246753,272575375,10483668.2692308,0.039,2105,129489.489311164,15,223024,0.0214,0.031,0.0052,"Yes","Yes","Yes",-2,"No"
"171","1988","CHW","AL",5,161,71,90,0.441,"N",6390000,90000,300452424,11555862.4615385,0.0213,2098,143208.972354623,24,-4251843,-0.3995,-0.034,-0.0177,"No","No","No",9,"Yes"
"172","1989","CHW","AL",7,161,69,92,0.429,"N",7265410,105295.797101449,359995711,13845988.8846154,0.0202,2103,171181.983357109,26,875410,0.137,-0.012,-0.0011,"Yes","No","No",2,"Yes"
"173","1990","CHW","AL",2,162,94,68,0.58,"N",9491500,100973.404255319,443881193,17072353.5769231,0.0214,2105,210869.925415677,26,2226090,0.3064,0.151,0.0012,"Yes","Yes","Yes",0,"No"
"174","1991","CHW","AL",2,162,87,75,0.537,"N",16919667,194478.931034483,613048418,23578785.3076923,0.0276,2104,291372.822243346,23,7428167,0.7826,-0.0429999999999999,0.0062,"Yes","No","Yes",-3,"No"
"175","1992","CHW","AL",3,162,86,76,0.531,"N",30160833,350707.360465116,805543323,30982435.5,0.0374,2106,382499.203703704,14,13241166,0.7826,-0.00600000000000001,0.0098,"Yes","No","Yes",-9,"No"
"176","1993","CHW","AL",1,162,94,68,0.58,"Y",39696166,422299.638297872,901740134,32205004.7857143,0.044,2268,397592.651675485,6,9535333,0.3161,0.0489999999999999,0.00659999999999999,"Yes","Yes","Yes",-8,"No"
"177","1994","CHW","AL",1,113,67,46,0.593,"N",39183836,584833.373134328,927836287,33137010.25,0.0422,1599,580260.342088806,8,-512330,-0.0129,0.013,-0.0018,"No","Yes","No",2,"Yes"
"178","1995","CHW","AL",3,145,68,76,0.472,"N",46961282,690607.088235294,951469367,33981048.8214286,0.0494,2016,471959.01140873,4,7777446,0.1985,-0.121,0.0072,"Yes","No","Yes",-4,"No"
"179","1996","CHW","AL",2,162,85,77,0.525,"N",45139500,531052.941176471,956983550,34177983.9285714,0.0472,2266,422322.837599294,5,-1821782,-0.0388,0.053,-0.0022,"No","Yes","No",1,"Yes"
"180","1997","CHW","AL",2,161,80,81,0.497,"N",57740000,721750,1127285885,40260210.1785714,0.0512,2266,497478.325242718,3,12600500,0.2791,-0.028,0.004,"Yes","No","Yes",-2,"No"
"181","1998","CHW","AL",2,163,80,82,0.494,"N",38335000,479187.5,1278282871,42609429.0333333,0.03,2430,526042.333744856,19,-19405000,-0.3361,-0.003,-0.0212,"No","No","No",16,"Yes"
"182","1999","CHW","AL",2,162,75,86,0.466,"N",25620000,341600,1494228750,49807625,0.0171,2427,615669.035846724,25,-12715000,-0.3317,-0.028,-0.0129,"No","No","No",6,"Yes"
"183","2000","CHW","AL",1,162,95,67,0.586,"Y",31133500,327721.052631579,1666135102,55537836.7333333,0.0187,2428,686217.093080725,26,5513500,0.2152,0.12,0.0016,"Yes","Yes","Yes",1,"Yes"
"184","2001","CHW","AL",3,162,83,79,0.512,"N",65653667,791008.036144578,1960663313,65355443.7666667,0.0335,2428,807521.957578254,14,34520167,1.1088,-0.074,0.0148,"Yes","No","Yes",-12,"No"
"185","2002","CHW","AL",2,162,81,81,0.5,"N",57052833,704355.962962963,2024077522,67469250.7333333,0.0282,2425,834671.143092784,18,-8600834,-0.131,-0.012,-0.0053,"No","No","No",4,"Yes"
"186","2003","CHW","AL",2,162,86,76,0.531,"N",51010000,593139.534883721,2128262128,70942070.9333333,0.024,2429,876188.607657472,22,-6042833,-0.1059,0.031,-0.0042,"No","Yes","No",4,"Yes"
"187","2004","CHW","AL",2,162,83,79,0.512,"N",65212500,785692.771084337,2070665943,69022198.1,0.0315,2428,852827.818369028,15,14202500,0.2784,-0.019,0.0075,"Yes","No","Yes",-7,"No"
"188","2005","CHW","AL",1,162,99,63,0.611,"Y",75178000,759373.737373737,2188713398,72957113.2666667,0.0343,2430,900705.102057613,13,9965500,0.1528,0.099,0.0028,"Yes","Yes","Yes",-2,"No"
"189","2006","CHW","AL",3,162,90,72,0.556,"N",102750667,1141674.07777778,2321472617,77382420.5666667,0.0443,2429,955731.830794566,4,27572667,0.3668,-0.0549999999999999,0.01,"Yes","No","Yes",-9,"No"
"190","2007","CHW","AL",4,162,72,90,0.444,"N",108671833,1509331.01388889,2476688987,82556299.5666667,0.0439,2431,1018794.31797614,5,5921166,0.0576,-0.112,-0.000399999999999998,"Yes","No","No",1,"Yes"
"191","2008","CHW","AL",1,163,89,74,0.546,"Y",121189332,1361677.88764045,2684858670,89495289,0.0451,2428,1105790.22652389,5,12517499,0.1152,0.102,0.0012,"Yes","Yes","Yes",0,"No"
"192","2009","CHW","AL",3,162,79,83,0.488,"N",96068500,1216056.96202532,2664726994,88824233.1333333,0.0361,2430,1096595.47078189,12,-25120832,-0.2073,-0.0580000000000001,-0.009,"No","No","No",7,"Yes"
"193","2010","CHW","AL",2,162,88,74,0.543,"N",105530000,1199204.54545455,2721359865,90711995.5,0.0388,2430,1119901.17901235,7,9461500,0.0985,0.055,0.0027,"Yes","Yes","Yes",-5,"No"
"194","2011","CHW","AL",3,162,79,83,0.488,"N",127789000,1617582.27848101,2784505291,92816843.0333333,0.0459,2429,1146358.70358172,5,22259000,0.2109,-0.055,0.0071,"Yes","No","Yes",-2,"No"
"195","2012","CHW","AL",2,162,85,77,0.525,"N",96919500,1140229.41176471,2932741192,97758039.7333333,0.033,2430,1206889.37942387,11,-30869500,-0.2416,0.037,-0.0129,"No","Yes","No",6,"Yes"
"196","2013","CHW","AL",5,162,63,99,0.389,"N",120065277,1905798.04761905,3034525648,101150854.933333,0.0396,2431,1248262.29864253,9,23145777,0.2388,-0.136,0.0066,"Yes","No","Yes",-2,"No"
"197","2014","CHW","AL",4,162,73,89,0.451,"N",81830500,1120965.75342466,3192317623,106410587.433333,0.0256,2430,1313710.95596708,22,-38234777,-0.3184,0.062,-0.014,"No","Yes","No",13,"Yes"
"198","2015","CHW","AL",4,162,76,86,0.469,"N",112373700,1478601.31578947,3514142569,117138085.633333,0.032,2429,1446744.57348703,16,30543200,0.3732,0.018,0.0064,"Yes","Yes","Yes",-6,"No"
"199","2016","CHW","AL",4,162,78,84,0.481,"N",112998667,1448700.85897436,3750137392,125004579.733333,0.0301,2427,1545174.03873094,16,624967,0.0056,0.012,-0.0019,"Yes","Yes","No",0,"No"
"200","1985","CIN","NL",2,162,89,72,0.553,"N",8359917,93931.6516853933,261964696,10075565.2307692,0.0319,2101,124685.719181342,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","1986","CIN","NL",2,162,86,76,0.531,"N",11906388,138446.372093023,307854518,11840558.3846154,0.0387,2102,146457.905803996,12,3546471,0.4242,-0.022,0.0068,"Yes","No","Yes",-9,"No"
"202","1987","CIN","NL",2,162,84,78,0.519,"N",9281500,110494.047619048,272575375,10483668.2692308,0.0341,2105,129489.489311164,18,-2624888,-0.2205,-0.012,-0.0046,"No","No","No",6,"Yes"
"203","1988","CIN","NL",2,161,87,74,0.54,"N",8888409,102165.620689655,300452424,11555862.4615385,0.0296,2098,143208.972354623,21,-393091,-0.0424,0.021,-0.0045,"No","Yes","No",3,"Yes"
"204","1989","CIN","NL",5,162,75,87,0.463,"N",11072000,147626.666666667,359995711,13845988.8846154,0.0308,2103,171181.983357109,20,2183591,0.2457,-0.077,0.0012,"Yes","No","Yes",-1,"No"
"205","1990","CIN","NL",1,162,91,71,0.562,"Y",14370000,157912.087912088,443881193,17072353.5769231,0.0324,2105,210869.925415677,21,3298000,0.2979,0.099,0.0016,"Yes","Yes","Yes",1,"Yes"
"206","1991","CIN","NL",5,162,74,88,0.457,"N",26305333,355477.472972973,613048418,23578785.3076923,0.0429,2104,291372.822243346,9,11935333,0.8306,-0.105,0.0105,"Yes","No","Yes",-12,"No"
"207","1992","CIN","NL",2,162,90,72,0.556,"N",35931499,399238.877777778,805543323,30982435.5,0.0446,2106,382499.203703704,7,9626166,0.3659,0.099,0.0017,"Yes","Yes","Yes",-2,"No"
"208","1993","CIN","NL",5,162,73,89,0.451,"N",44879666,614789.945205479,901740134,32205004.7857143,0.0498,2268,397592.651675485,2,8948167,0.249,-0.105,0.0052,"Yes","No","Yes",-5,"No"
"209","1994","CIN","NL",1,115,66,48,0.579,"N",40961833,620633.833333333,927836287,33137010.25,0.0441,1599,580260.342088806,6,-3917833,-0.0873,0.128,-0.0057,"No","Yes","No",4,"Yes"
"210","1995","CIN","NL",1,144,85,59,0.59,"Y",43144670,507584.352941176,951469367,33981048.8214286,0.0453,2016,471959.01140873,6,2182837,0.0533,0.011,0.0012,"Yes","Yes","Yes",0,"No"
"211","1996","CIN","NL",3,162,81,81,0.5,"N",42526334,525016.469135802,956983550,34177983.9285714,0.0444,2266,422322.837599294,6,-618336,-0.0143,-0.09,-0.000899999999999998,"No","No","No",0,"No"
"212","1997","CIN","NL",3,162,76,86,0.469,"N",49768000,654842.105263158,1127285885,40260210.1785714,0.0441,2266,497478.325242718,7,7241666,0.1703,-0.031,-0.000300000000000002,"Yes","No","No",1,"Yes"
"213","1998","CIN","NL",4,162,77,85,0.475,"N",23005000,298766.233766234,1278282871,42609429.0333333,0.018,2430,526042.333744856,27,-26763000,-0.5378,0.00600000000000001,-0.0261,"No","Yes","No",20,"Yes"
"214","1999","CIN","NL",2,163,96,67,0.589,"N",33962761,353778.760416667,1494228750,49807625,0.0227,2427,615669.035846724,22,10957761,0.4763,0.114,0.0047,"Yes","Yes","Yes",-5,"No"
"215","2000","CIN","NL",2,163,85,77,0.525,"N",46867200,551378.823529412,1666135102,55537836.7333333,0.0281,2428,686217.093080725,21,12904439,0.38,-0.0639999999999999,0.0054,"Yes","No","Yes",-1,"No"
"216","2001","CIN","NL",5,162,66,96,0.407,"N",48986000,742212.121212121,1960663313,65355443.7666667,0.025,2428,807521.957578254,21,2118800,0.0452,-0.118,-0.0031,"Yes","No","No",0,"No"
"217","2002","CIN","NL",3,162,78,84,0.481,"N",45050390,577569.102564103,2024077522,67469250.7333333,0.0223,2425,834671.143092784,23,-3935610,-0.0803,0.074,-0.0027,"No","Yes","No",2,"Yes"
"218","2003","CIN","NL",5,162,69,93,0.426,"N",59355667,860227.057971015,2128262128,70942070.9333333,0.0279,2429,876188.607657472,17,14305277,0.3175,-0.055,0.0056,"Yes","No","Yes",-6,"No"
"219","2004","CIN","NL",4,162,76,86,0.469,"N",46615250,613358.552631579,2070665943,69022198.1,0.0225,2428,852827.818369028,24,-12740417,-0.2146,0.043,-0.0054,"No","Yes","No",7,"Yes"
"220","2005","CIN","NL",5,163,73,89,0.451,"N",61892583,847843.602739726,2188713398,72957113.2666667,0.0283,2430,900705.102057613,18,15277333,0.3277,-0.018,0.0058,"Yes","No","Yes",-6,"No"
"221","2006","CIN","NL",3,162,80,82,0.494,"N",60909519,761368.9875,2321472617,77382420.5666667,0.0262,2429,955731.830794566,22,-983064,-0.0159,0.043,-0.0021,"No","Yes","No",4,"Yes"
"222","2007","CIN","NL",5,162,72,90,0.444,"N",68524980,951735.833333333,2476688987,82556299.5666667,0.0277,2431,1018794.31797614,20,7615461,0.125,-0.05,0.0015,"Yes","No","Yes",-2,"No"
"223","2008","CIN","NL",5,162,74,88,0.457,"N",74117695,1001590.47297297,2684858670,89495289,0.0276,2428,1105790.22652389,18,5592715,0.0816,0.013,-9.99999999999994e-05,"Yes","Yes","No",-2,"No"
"224","2009","CIN","NL",4,162,78,84,0.481,"N",73558500,943057.692307692,2664726994,88824233.1333333,0.0276,2430,1096595.47078189,19,-559195,-0.0075,0.024,0,"No","Yes","No",1,"Yes"
"225","2010","CIN","NL",1,162,91,71,0.562,"Y",71761542,788588.373626374,2721359865,90711995.5,0.0264,2430,1119901.17901235,20,-1796958,-0.0244,0.0810000000000001,-0.0012,"No","Yes","No",1,"Yes"
"226","2011","CIN","NL",3,162,79,83,0.488,"N",75947134,961356.126582279,2784505291,92816843.0333333,0.0273,2429,1146358.70358172,19,4185592,0.0583,-0.0740000000000001,0.000900000000000001,"Yes","No","Yes",-1,"No"
"227","2012","CIN","NL",1,162,97,65,0.599,"Y",82203616,847459.958762887,2932741192,97758039.7333333,0.028,2430,1206889.37942387,17,6256482,0.0824,0.111,0.000699999999999999,"Yes","Yes","Yes",-2,"No"
"228","2013","CIN","NL",3,162,90,72,0.556,"Y",106404462,1182271.8,3034525648,101150854.933333,0.0351,2431,1248262.29864253,12,24200846,0.2944,-0.0429999999999999,0.0071,"Yes","No","Yes",-5,"No"
"229","2014","CIN","NL",4,162,76,86,0.469,"N",108217500,1423914.47368421,3192317623,106410587.433333,0.0339,2430,1313710.95596708,12,1813038,0.017,-0.0870000000000001,-0.0012,"Yes","No","No",0,"No"
"230","2015","CIN","NL",5,162,64,98,0.395,"N",113072286,1766754.46875,3514142569,117138085.633333,0.0322,2429,1446744.57348703,14,4854786,0.0449,-0.074,-0.0017,"Yes","No","No",2,"Yes"
"231","2016","CIN","NL",5,162,68,94,0.42,"N",88940059,1307942.04411765,3750137392,125004579.733333,0.0237,2427,1545174.03873094,22,-24132227,-0.2134,0.025,-0.0085,"No","Yes","No",8,"Yes"
"232","1985","CLE","AL",7,162,60,102,0.37,"N",6551666,109194.433333333,261964696,10075565.2307692,0.025,2101,124685.719181342,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","1986","CLE","AL",5,163,84,78,0.519,"N",7809500,92970.2380952381,307854518,11840558.3846154,0.0254,2102,146457.905803996,24,1257834,0.192,0.149,0.000399999999999998,"Yes","Yes","Yes",0,"No"
"234","1987","CLE","AL",7,162,61,101,0.377,"N",8513750,139569.672131148,272575375,10483668.2692308,0.0312,2105,129489.489311164,19,704250,0.0902,-0.142,0.0058,"Yes","No","Yes",-5,"No"
"235","1988","CLE","AL",6,162,78,84,0.481,"N",8936500,114570.512820513,300452424,11555862.4615385,0.0297,2098,143208.972354623,20,422750,0.0497,0.104,-0.0015,"Yes","Yes","No",1,"Yes"
"236","1989","CLE","AL",6,162,73,89,0.451,"N",9094500,124582.191780822,359995711,13845988.8846154,0.0253,2103,171181.983357109,24,158000,0.0177,-0.03,-0.0044,"Yes","No","No",4,"Yes"
"237","1990","CLE","AL",4,162,77,85,0.475,"N",14487000,188142.857142857,443881193,17072353.5769231,0.0326,2105,210869.925415677,20,5392500,0.5929,0.024,0.0073,"Yes","Yes","Yes",-4,"No"
"238","1991","CLE","AL",7,162,57,105,0.352,"N",17635000,309385.964912281,613048418,23578785.3076923,0.0288,2104,291372.822243346,21,3148000,0.2173,-0.123,-0.0038,"Yes","No","No",1,"Yes"
"239","1992","CLE","AL",4,162,76,86,0.469,"N",9373044,123329.526315789,805543323,30982435.5,0.0116,2106,382499.203703704,26,-8261956,-0.4685,0.117,-0.0172,"No","Yes","No",5,"Yes"
"240","1993","CLE","AL",6,162,76,86,0.469,"N",18561000,244223.684210526,901740134,32205004.7857143,0.0206,2268,397592.651675485,27,9187956,0.9803,0,0.009,"Yes","No","Yes",1,"Yes"
"241","1994","CLE","AL",2,113,66,47,0.584,"N",30490500,461977.272727273,927836287,33137010.25,0.0329,1599,580260.342088806,18,11929500,0.6427,0.115,0.0123,"Yes","Yes","Yes",-9,"No"
"242","1995","CLE","AL",1,144,100,44,0.694,"Y",37937835,379378.35,951469367,33981048.8214286,0.0399,2016,471959.01140873,8,7447335,0.2443,0.11,0.007,"Yes","Yes","Yes",-10,"No"
"243","1996","CLE","AL",1,161,99,62,0.615,"Y",48107360,485932.929292929,956983550,34177983.9285714,0.0503,2266,422322.837599294,4,10169525,0.2681,-0.079,0.0104,"Yes","No","Yes",-4,"No"
"244","1997","CLE","AL",1,161,86,75,0.534,"Y",56802460,660493.720930233,1127285885,40260210.1785714,0.0504,2266,497478.325242718,4,8695100,0.1807,-0.081,0.000100000000000003,"Yes","No","Yes",0,"No"
"245","1998","CLE","AL",1,162,89,73,0.549,"Y",60800166,683147.93258427,1278282871,42609429.0333333,0.0476,2430,526042.333744856,4,3997706,0.0704,0.015,-0.0028,"Yes","Yes","No",0,"No"
"246","1999","CLE","AL",1,162,97,65,0.599,"Y",72978462,752355.278350515,1494228750,49807625,0.0488,2427,615669.035846724,6,12178296,0.2003,0.0499999999999999,0.0012,"Yes","Yes","Yes",2,"Yes"
"247","2000","CLE","AL",2,162,90,72,0.556,"N",75880771,843119.677777778,1666135102,55537836.7333333,0.0455,2428,686217.093080725,8,2902309,0.0398,-0.0429999999999999,-0.0033,"Yes","No","No",2,"Yes"
"248","2001","CLE","AL",1,162,91,71,0.562,"Y",93152001,1023648.36263736,1960663313,65355443.7666667,0.0475,2428,807521.957578254,5,17271230,0.2276,0.00600000000000001,0.002,"Yes","Yes","Yes",-3,"No"
"249","2002","CLE","AL",3,162,74,88,0.457,"N",78909449,1066343.90540541,2024077522,67469250.7333333,0.039,2425,834671.143092784,9,-14242552,-0.1529,-0.105,-0.0085,"No","No","No",4,"Yes"
"250","2003","CLE","AL",4,162,68,94,0.42,"N",48584834,714482.852941177,2128262128,70942070.9333333,0.0228,2429,876188.607657472,26,-30324615,-0.3843,-0.037,-0.0162,"No","No","No",17,"Yes"
"251","2004","CLE","AL",3,162,80,82,0.494,"N",34319300,428991.25,2070665943,69022198.1,0.0166,2428,852827.818369028,27,-14265534,-0.2936,0.074,-0.0062,"No","Yes","No",1,"Yes"
"252","2005","CLE","AL",2,162,93,69,0.574,"N",41502500,446263.440860215,2188713398,72957113.2666667,0.019,2430,900705.102057613,26,7183200,0.2093,0.08,0.0024,"Yes","Yes","Yes",-1,"No"
"253","2006","CLE","AL",4,162,78,84,0.481,"N",56031500,718352.564102564,2321472617,77382420.5666667,0.0241,2429,955731.830794566,25,14529000,0.3501,-0.093,0.0051,"Yes","No","Yes",-1,"No"
"254","2007","CLE","AL",1,162,96,66,0.593,"Y",61673267,642429.864583333,2476688987,82556299.5666667,0.0249,2431,1018794.31797614,23,5641767,0.1007,0.112,0.000799999999999999,"Yes","Yes","Yes",-2,"No"
"255","2008","CLE","AL",3,162,81,81,0.5,"N",78970066,974939.086419753,2684858670,89495289,0.0294,2428,1105790.22652389,16,17296799,0.2805,-0.093,0.0045,"Yes","No","Yes",-7,"No"
"256","2009","CLE","AL",4,162,65,97,0.401,"N",81579166,1255064.09230769,2664726994,88824233.1333333,0.0306,2430,1096595.47078189,15,2609100,0.033,-0.099,0.0012,"Yes","No","Yes",-1,"No"
"257","2010","CLE","AL",4,162,69,93,0.426,"N",61203966,887014,2721359865,90711995.5,0.0225,2430,1119901.17901235,24,-20375200,-0.2498,0.025,-0.0081,"No","Yes","No",9,"Yes"
"258","2011","CLE","AL",2,162,80,82,0.494,"N",48776566,609707.075,2784505291,92816843.0333333,0.0175,2429,1146358.70358172,26,-12427400,-0.203,0.068,-0.005,"No","Yes","No",2,"Yes"
